geohash7;CONNECTION_ENODEBID;CONNECTION_MOBILECHANNEL;CONNECTION_BAND;LOCATION_ALTITUDE;LOCATION_HORIZONTALACCURACY;LOCATION_VERTICALACCURACY;LOCATION_AVAILABILITY;QOS_DOWNLOADTHROUGHPUTTIMETOFIRSTBYTE;QOS_DOWNLOADTHROUGHPUTTESTSIZE;QOS_LATENCYMIN;QOS_LATENCYAVERAGE;QOS_JITTERMIN;QOS_JITTERAVERAGE;QOS_PACKETLOSSDISCARDPERCENTAGE;QOS_PACKETLOSSLOSTPERCENTAGE;QOS_ICMPLATENCYMIN;QOS_LINKDOWNSTREAMBANDWIDTH;QOS_LINKUPSTREAMBANDWIDTH;QOS_SIGNALLEVEL;QOS_ASU;QOS_DELTATRANSMITTEDBYTES;QOS_DELTARECEIVEDBYTES;QOS_DELTATRANSCEIVEDBYTES;QOS_RSSNR;QOS_TA;LOCATION_HORIZONTALACCURACYASSESSMENT;QOS_UPLOADTHROUGHPUTDNSLOOKUP;QOS_UPLOADTHROUGHPUTTIMETOFIRSTACCESS;QOS_DOWNLOADTHROUGHPUTDNSLOOKUP;QOS_DOWNLOADTHROUGHPUTTIMETOFIRSTACCESS;QOS_SERVERRESPONSEDNSLOOKUP;QOS_ICMPLATENCYAVERAGE;QOS_ICMPPACKETLOSSLOSTPERCENTAGE;QOS_ICMPTESTCONFIGPACKETDELAY;QOS_ICMPTESTCONFIGPACKETSIZE;QOS_ICMPTESTCONFIGSENTPACKETS;QOS_ICMPTESTCONFIGTTL;QOS_ICMPTESTCONFIGBYTESSENT;QOS_ICMPTESTCONFIGARGUMENTS;QOS_ICMPTRACEROUTETESTCONFIGPACKETDELAY;QOS_ICMPTRACEROUTETESTCONFIGMAXHOPCOUNT;QOS_ICMPTRACEROUTETESTSENTPACKETS;QOS_VISIBLECELLTOWERS;QOS_CELLBANDWIDTHS;Operador;LAT;LON;Potencia;Calidad;hora;Hora_etiq;bytes_tras;bytres_rec;bytes_tot;tiempo_conec;vel_subida;vel_bajada;Clasif_Vel_baj;CONNECTION_CATEGORY;QOS_LOCALDATE
63vtxdb;12.994,00;1.125;1900 MHz (Band 2);568,7;15,91;1,21;AVAILABLE;592;2.097.152;39,82;55,33;0,06;8,68;0;0;25,66;30.000;15.000;2;23;1.344.601;2.251.063;3.595.664;0;8;0;63;325;65;272;35;36,23;0;200;32;10;239;60;;200;30;3;7;15000;C;-34,17;-70,69;-117;-16;22;22_23;1.344.601;2.251.063;3.595.664;131;2.267,81;2.382,50;0;4G;21-03-2022 22:00:00.000000
63vtx67;16.789,00;66.961;1700 MHz Extended AWS (Band 66);570,9;30;2,36;AVAILABLE;227;2.097.152;38,28;46,8;0,04;4,55;0;0;10,17;30.000;15.000;4;57;1.189.131;4.392.272;5.581.403;17;0;0,02;684;805;37;135;878;15,07;0;200;32;10;8;60;;200;30;3;4;15000, 20000;B;-34,18;-70,69;-83;-12;14;14_15;1.189.131;4.392.272;5.581.403;12;11.212,82;14.088,34;1;4G;22-03-2022 14:00:00.000000
63vtx6v;3.715,00;2.900;2600 MHz (Band 7);568,5;35,32;2,57;AVAILABLE;340;5.242.880;36,51;41,79;0;1,48;0;0;11,11;30.000;15.000;4;43;1.237.515;5.817.509;7.055.024;7;11;4.896,21;32;161;44;293;33;15,56;0;200;32;10;9;60;;200;30;3;1;10000, 20000;D;-34,17;-70,69;-97;-17;13;13_14;1.237.515;5.817.509;7.055.024;189;12.280,30;53.721,07;1;4G;23-03-2022 13:00:00.000000
63vtxdb;12.994,00;9.485;700 MHz APT (Band 28);568,4;18,35;1,44;AVAILABLE;309;2.097.152;28,69;43,7;0,01;11,99;3;0;2,86;30.000;15.000;3;29;9.214;22.738;31.952;-6;8;0,01;36;101;64;161;62;32,56;0;200;32;10;61;60;;200;30;3;5;15000;C;-34,17;-70,69;-111;-15;21;21_22;9.214;22.738;31.952;18;9.099,13;10.140,57;1;4G;23-03-2022 21:00:00.000000
63vtxef;16.789,00;66.961;1700 MHz Extended AWS (Band 66);563,6;5,85;2,38;AVAILABLE;270;2.097.152;35,23;48,14;1,55;9,21;15;0;11,82;102.400;51.200;3;38;1.199.952;2.398.060;3.598.012;16;4;0,01;56;226;62;197;75;28,51;0;200;32;10;57;60;;200;30;3;1;15000;B;-34,17;-70,68;-102;-12;14;14_15;1.199.952;2.398.060;3.598.012;401;10.153,29;22.737,08;1;4G;24-03-2022 14:00:00.000000
63vtwfw;12.994,00;3.100;2600 MHz (Band 7);561,4;20,29;1,27;AVAILABLE;189;2.097.152;35,36;37,87;0,01;1,39;0;0;11,52;102.400;51.200;4;51;1.129.091;2.285.526;3.414.617;5;1;0;38;227;28;130;33;16,63;0;200;32;10;242;60;;200;30;3;5;;C;-34,18;-70,71;-89;-14;19;19_20;1.129.091;2.285.526;3.414.617;67;10.379,50;14.075,88;1;4G;24-03-2022 19:00:00.000000
63vtx7h;12.994,00;3.100;2600 MHz (Band 7);566,5;56,1;10,63;AVAILABLE;336;2.097.152;37,39;50,79;5,46;10,3;0;0;17,77;19.325;7.581;4;58;1.148.933;2.230.255;3.379.188;21;7;0;77;308;58;225;240;29,2;0;200;32;10;18;60;;200;30;3;1;15000, 15000, 20000;C;-34,17;-70,69;-82;-8;13;13_14;1.148.933;2.230.255;3.379.188;189;10.544,52;2.979,74;0;4G;25-03-2022 13:00:00.000000
63vtx4r;12.994,00;1.125;1900 MHz (Band 2);567,6;27,72;2,49;AVAILABLE;536;2.097.152;40,45;65,1;4,64;12,07;0;0;25,17;30.000;15.000;4;44;1.297.261;2.321.989;3.619.250;1;9;0;81;361;76;315;84;60,7;0;200;32;10;13;60;;200;30;3;1;15000, 20000;C;-34,18;-70,7;-96;-15;14;14_15;1.297.261;2.321.989;3.619.250;50;16.468,06;1.886,38;0;4G;25-03-2022 14:00:00.000000
63vtx7d;12.994,00;3.100;2600 MHz (Band 7);561,3;15,51;11,6;AVAILABLE;396;2.097.152;36,69;42,07;0,03;2,11;0;0;29,11;30.000;15.000;3;44;1.538.851;2.237.661;3.776.512;11;0;0;45;245;32;237;41;32,57;0;200;32;10;239;60;;200;30;3;1;;C;-34,17;-70,69;-96;-10;22;22_23;1.538.851;2.237.661;3.776.512;18;7.159,98;2.771,14;0;4G;25-03-2022 22:00:00.000000
63vtxed;12.994,00;3.100;2600 MHz (Band 7);566,7;52,68;1,09;AVAILABLE;496;5.242.880;42,3;64,44;2,69;12,09;0;0;27,96;102.400;51.200;2;30;1.309.237;8.461.097;9.770.334;10;6;7.147,79;88;305;67;270;79;64,17;0;200;32;10;13;60;;200;30;3;19;;C;-34,17;-70,68;-110;-11;8;8_9;1.309.237;8.461.097;9.770.334;408;3.500,27;7.054,95;0;4G;26-03-2022 08:00:00.000000
63vtxhp;3.715,00;9.610;700 MHz APT (Band 28);556,8;18,47;1,02;AVAILABLE;813;2.097.152;36,96;49,02;0,11;7,54;0;0;76,25;30.000;15.000;2;24;1.391.130;2.284.145;3.675.275;3;10;0;26;270;32;459;36;81,38;0;200;32;10;238;60;;200;30;3;5;;D;-34,17;-70,7;-116;-16;13;13_14;1.391.130;2.284.145;3.675.275;52;582,28;3.976,91;0;4G;26-03-2022 13:00:00.000000
63vtx6h;16.789,00;2.300;1700 MHz AWS-1 (Band 4);502;20;100,03;UNKNOWN;455;2.097.152;33,61;41,94;0,01;3,82;6;0;18,97;30.000;15.000;3;37;1.887.875;20.039.644;21.927.519;9;4;0;85;386;43;416;62;22,55;0;200;32;10;17;60;;200;30;3;1;;B;-34,18;-70,69;-103;-12;16;16_17;1.887.875;20.039.644;21.927.519;20.760;16.090,87;21.379,34;1;4G;26-03-2022 16:00:00.000000
63vtx7j;12.994,00;3.100;2600 MHz (Band 7);565,5;16,25;1,42;AVAILABLE;498;2.097.152;39,66;85,09;8,59;14,11;0;0;19,64;19.469;7.581;4;48;1.327.071;2.489.963;3.817.034;12;7;0;99;380;60;318;71;43,02;0;200;32;10;13;60;;200;30;3;1;15000, 15000, 20000;C;-34,17;-70,69;-92;-10;19;19_20;1.327.071;2.489.963;3.817.034;78;5.933,87;2.692,15;0;4G;26-03-2022 19:00:00.000000
63vtx6t;3.715,00;2.900;2600 MHz (Band 7);569,1;36,9;4,35;NOT_AVAILABLE;212;2.097.152;35,78;41,16;0,01;2,74;0;0;9,75;30.000;15.000;3;41;1.325.130;4.323.659;5.648.789;10;0;5.075,06;36;171;34;131;36;13,51;0;200;32;10;12;60;;200;30;3;1;;D;-34,18;-70,69;-99;-17;11;11_12;1.325.130;4.323.659;5.648.789;481;12.262,27;50.005,62;1;4G;27-03-2022 11:00:00.000000
63vtx7d;12.994,00;3.100;2600 MHz (Band 7);562,5;15,07;3,1;AVAILABLE;757;2.097.152;38,45;59,84;0,04;17,03;0;0;15,36;30.000;15.000;3;38;1.531.620;2.240.410;3.772.030;14;0;0;49;408;476;682;51;28,01;0;200;32;10;241;60;;200;30;3;1;;C;-34,17;-70,69;-102;-10;11;11_12;1.531.620;2.240.410;3.772.030;17;4.420,91;4.569,68;0;4G;27-03-2022 11:00:00.000000
63vtx62;12.994,00;1.125;1900 MHz (Band 2);569,4;9,94;4,82;AVAILABLE;409;2.097.152;35,83;63,25;0,14;7,9;4;2;21,5;30.000;15.000;4;56;5.375.126;2.733.579;8.108.705;4;3;0;48;270;55;284;80;50,82;0;200;32;10;240;60;;200;30;3;2;15000;C;-34,18;-70,7;-84;-13;19;19_20;5.375.126;2.733.579;8.108.705;199;11.225,90;901,2;0;4G;28-03-2022 19:00:00.000000
63vtx6j;16.789,00;2.300;1700 MHz AWS-1 (Band 4);563;24;100;UNKNOWN;458;2.097.152;31,37;39,32;0,07;2,88;17;0;33,07;30.000;15.000;3;41;1.180.757;2.634.009;3.814.766;16;4;0,48;51;280;32;287;40;42,13;0;200;32;10;16;60;;200;30;3;1;;B;-34,18;-70,69;-99;-8;20;20_21;1.180.757;2.634.009;3.814.766;128;11.260,42;22.137,77;1;4G;28-03-2022 20:00:00.000000
63vtx6s;12.994,00;3.100;2600 MHz (Band 7);568,6;112,48;1,55;AVAILABLE;178;2.097.152;35,22;38,86;0,02;2,77;0;0;13,56;30.000;15.000;4;66;1.243.865;2.337.992;3.581.857;7;1;7,67;38;149;30;120;47;18,48;0;200;32;10;55;60;;200;30;3;1;20000;C;-34,18;-70,69;-74;-9;9;9_10;1.243.865;2.337.992;3.581.857;76;12.940,31;40.069,21;1;4G;29-03-2022 09:00:00.000000
63vtx6j;16.789,00;2.300;1700 MHz AWS-1 (Band 4);502;24;100;UNKNOWN;351;2.097.152;32,67;40,03;0,01;3,05;15;0;21,86;30.000;15.000;4;43;1.180.014;2.249.748;3.429.762;12;4;0;62;251;38;318;61;30,76;0;200;32;10;16;60;;200;30;3;1;;B;-34,18;-70,69;-97;-11;20;20_21;1.180.014;2.249.748;3.429.762;5.681;10.145,52;18.416,02;1;4G;29-03-2022 20:00:00.000000
63vtx6u;3.715,00;2.900;2600 MHz (Band 7);568;9,5;2,75;AVAILABLE;177;5.242.880;38,06;41,71;0,02;1,4;0;0;12,76;30.000;15.000;4;44;1.148.221;5.653.626;6.801.847;12;10;3,7;31;161;29;106;35;15,17;0;200;32;10;10;60;;200;30;3;1;10000, 20000;D;-34,17;-70,69;-96;-17;13;13_14;1.148.221;5.653.626;6.801.847;483;12.398,12;63.005,21;1;4G;30-03-2022 13:00:00.000000
63vtx7j;12.994,00;3.100;2600 MHz (Band 7);565,5;15,13;1,37;AVAILABLE;596;2.097.152;41,61;70,17;2,67;12,2;0;0;22,05;19.622;7.956;4;48;1.302.734;2.476.240;3.778.974;18;7;0;195;437;78;265;96;54,46;0;200;32;10;12;60;;200;30;3;1;15000, 15000, 20000;C;-34,17;-70,69;-92;-9;14;14_15;1.302.734;2.476.240;3.778.974;108;7.567,16;1.982,44;0;4G;30-03-2022 14:00:00.000000
63vtx7p;524.584,00;3.300;2600 MHz (Band 7);567,8;33,65;1,11;NOT_AVAILABLE;265;2.097.152;33,46;49,08;0,03;10;0;0;14,32;30.000;15.000;4;54;1.460.483;2.634.051;4.094.534;15;6;0;167;593;57;181;72;27,09;0;200;32;10;15;60;;200;30;3;1;;A;-34,17;-70,69;-86;-15;15;15_16;1.460.483;2.634.051;4.094.534;150;13.061,93;16.908,27;1;4G;30-03-2022 15:00:00.000000
63vtx5z;12.994,00;3.100;2600 MHz (Band 7);557;42;5,25;UNKNOWN;286;2.097.152;35,77;45,58;0,06;6,96;0;0;8,73;102.400;51.200;4;54;1.277.585;4.323.729;5.601.314;6;10;0;27;230;25;153;44;35,93;0;200;32;10;13;60;;200;30;3;1;20000;C;-34,17;-70,7;-84;-10;19;19_20;1.277.585;4.323.729;5.601.314;166;16.191,21;7.951,55;0;4G;30-03-2022 19:00:00.000000
63vtx6j;16.789,00;2.300;1700 MHz AWS-1 (Band 4);502;18;100;UNKNOWN;243;2.097.152;31,24;38,39;0;3,61;6;0;10,65;30.000;15.000;3;37;1.169.236;2.269.157;3.438.393;14;4;5.954,09;47;186;28;134;42;19,62;0;200;32;10;9;60;;200;30;3;1;;B;-34,18;-70,69;-103;-10;20;20_21;1.169.236;2.269.157;3.438.393;366;12.037,40;32.279,35;1;4G;30-03-2022 20:00:00.000000
63vtx5z;524.584,00;9.360;700 MHz APT (Band 28);557,8;39,68;1,93;AVAILABLE;296;5.242.880;34,74;38,19;0,1;2,62;0;0;7,8;30.000;15.000;3;41;1.237.487;5.644.658;6.882.145;-2;12;452,41;120;299;34;184;47;9,75;0;200;32;10;3;60;;200;30;3;2;10000;A;-34,17;-70,7;-99;-15;23;23_24;1.237.487;5.644.658;6.882.145;815;12.173,77;6.493,69;0;4G;30-03-2022 23:00:00.000000
63vtx62;524.584,00;3.300;2600 MHz (Band 7);570;23;1,61;UNKNOWN;322;2.097.152;38,48;44,15;0,06;4,51;0;0;10,55;12.513;0;4;46;1.124.405;2.215.327;3.339.732;17;2;1.995,45;78;209;84;239;58;23,87;0;200;32;10;14;60;;200;30;3;2;20000;A;-34,18;-70,7;-94;-16;9;9_10;1.124.405;2.215.327;3.339.732;658;11.115,31;22.773,08;1;4G;31-03-2022 09:00:00.000000
63vtx1r;3.715,00;2.900;2600 MHz (Band 7);572,6;19,29;1,67;AVAILABLE;348;5.242.880;36,72;41,08;0,02;3,66;0;0;9,77;30.000;15.000;4;48;1.268.169;5.922.027;7.190.196;14;0;0;31;163;48;287;53;11,13;0;200;32;10;243;60;;200;30;3;1;10000, 20000;D;-34,18;-70,7;-92;-16;9;9_10;1.268.169;5.922.027;7.190.196;1.065;13.031,98;26.112,15;1;4G;31-03-2022 09:00:00.000000
63vtx7p;524.584,00;3.300;2600 MHz (Band 7);568,2;1.700,00;1,74;AVAILABLE;255;2.097.152;34,14;46,61;0,8;10,17;0;0;12,61;30.000;15.000;4;43;1.166.353;2.228.641;3.394.994;11;4;0;34;207;45;177;82;19,77;0;200;32;10;6;60;;200;30;3;1;;A;-34,17;-70,69;-97;-13;12;12_13;1.166.353;2.228.641;3.394.994;94;12.489,58;40.954,44;1;4G;31-03-2022 12:00:00.000000
63vtxdf;524.584,00;3.300;2600 MHz (Band 7);572,9;11,44;1,37;AVAILABLE;219;2.097.152;35,7;41,22;0,02;3,22;0;0;12,38;102.400;51.200;2;32;1.141.689;2.273.511;3.415.200;3;9;6.094,46;57;214;34;159;51;19,59;0;200;32;10;6;60;;200;30;3;1;10000, 20000;A;-34,17;-70,68;-108;-15;19;19_20;1.141.689;2.273.511;3.415.200;24;10.544,55;14.237,43;1;4G;31-03-2022 19:00:00.000000
63vtx19;3.715,00;9.610;700 MHz APT (Band 28);566,1;14,68;1,13;AVAILABLE;218;5.242.880;36,29;40,68;0,02;3,78;0;0;10,28;30.000;15.000;2;23;1.441.829;5.529.528;6.971.357;5;16;0;24;114;26;129;41;13,54;0;200;32;10;17;60;;200;30;3;3;10000;D;-34,18;-70,71;-117;-14;1;1_2;1.441.829;5.529.528;6.971.357;1.309;3.353,79;11.932,48;1;4G;01-04-2022 01:00:00.000000
63vtwes;524.584,00;3.300;2600 MHz (Band 7);561,07;16;39,82;AVAILABLE;301;2.097.152;33,53;54,63;0,15;9,72;0;0;9,46;3.858;15.000;4;45;1.287.314;2.425.695;3.713.009;8;0;0;40;399;41;205;53;28,29;0;200;32;10;3;60;;200;30;3;1;10000, 20000;A;-34,17;-70,72;-95;-15;13;13_14;1.287.314;2.425.695;3.713.009;183;7.656,71;6.373,44;0;4G;01-04-2022 13:00:00.000000
63vtx6s;16.789,00;66.961;1700 MHz Extended AWS (Band 66);568,9;26,49;2,11;AVAILABLE;323;2.097.152;47,09;207,78;1,73;16,78;22;0;13,24;32.818;8.101;4;60;1.320.556;4.322.916;5.643.472;9;1;0;69;313;95;237;52;25,13;0;200;32;10;14;60;;200;30;3;2;15000, 20000;B;-34,18;-70,69;-80;-11;17;17_18;1.320.556;4.322.916;5.643.472;66;27.304,96;7.780,37;0;4G;01-04-2022 17:00:00.000000
63vtx6j;16.789,00;2.300;1700 MHz AWS-1 (Band 4);502;20;75,21;UNKNOWN;244;5.242.880;33,61;40,82;0,03;3,69;12;0;16,57;30.000;15.000;3;41;1.240.255;5.528.699;6.768.954;10;4;813,86;58;173;36;157;41;23,94;0;200;32;10;13;60;;200;30;3;1;;B;-34,18;-70,69;-99;-16;21;21_22;1.240.255;5.528.699;6.768.954;5.452;11.693,99;25.426,67;1;4G;01-04-2022 21:00:00.000000
63vtxdf;524.584,00;9.360;700 MHz APT (Band 28);572,9;14,64;1,19;AVAILABLE;187;2.097.152;33,46;35,55;0,03;1,33;0;0;8,41;102.400;51.200;3;37;1.182.322;2.458.494;3.640.816;6;9;1.484,18;32;119;24;146;31;9,11;0;200;32;10;11;60;;200;30;3;2;10000, 20000;A;-34,17;-70,68;-103;-9;6;6_7;1.182.322;2.458.494;3.640.816;166;12.808,59;31.779,90;1;4G;02-04-2022 06:00:00.000000
63vtx6s;16.789,00;66.961;1700 MHz Extended AWS (Band 66);568,9;21,75;1,49;NOT_AVAILABLE;204;2.097.152;30,62;37,12;0;3,66;0;0;8,77;32.814;8.101;4;51;1.246.516;2.972.166;4.218.682;9;1;6.693,63;37;158;31;144;42;13,87;0;200;32;10;6;60;;200;30;3;1;15000, 20000;B;-34,18;-70,69;-89;-7;9;9_10;1.246.516;2.972.166;4.218.682;1.758;26.846,01;50.645,13;1;4G;02-04-2022 09:00:00.000000
63vtx4q;524.584,00;3.300;2600 MHz (Band 7);567,3;18,28;1;AVAILABLE;240;5.242.880;34,01;41,54;0;3,58;0;0;9,7;30.000;15.000;4;43;1.267.358;5.917.974;7.185.332;7;10;5.075,06;56;233;29;139;33;17,88;0;200;32;10;3;60;;200;30;3;1;;A;-34,18;-70,7;-97;-12;11;11_12;1.267.358;5.917.974;7.185.332;386;11.801,68;11.612,10;1;4G;02-04-2022 11:00:00.000000
63vtx6e;12.994,00;3.100;2600 MHz (Band 7);604,4;700;1;AVAILABLE;337;2.097.152;36,31;40,6;0,03;3,04;0;0;12,02;102.400;51.200;4;61;1.162.718;2.234.149;3.396.867;11;1;0;47;252;30;145;95;26,59;0;200;32;10;54;60;;200;30;3;2;;C;-34,18;-70,69;-82;-12;12;12_13;1.162.718;2.234.149;3.396.867;31;11.230,57;5.554,05;0;4G;02-04-2022 12:00:00.000000
63vtx6s;16.789,00;66.961;1700 MHz Extended AWS (Band 66);569,4;45,6;3,56;AVAILABLE;235;5.242.880;32,52;39,1;0,01;3,35;0;0;8,99;32.806;8.101;4;49;1.293.038;5.705.294;6.998.332;-1;1;0;22;198;38;137;35;18,92;0;200;32;10;6;60;;200;30;3;3;15000, 20000;B;-34,18;-70,69;-91;-17;15;15_16;1.293.038;5.705.294;6.998.332;961;10.219,41;6.660,07;0;4G;02-04-2022 15:00:00.000000
63vtx7d;12.994,00;3.100;2600 MHz (Band 7);561,1;11,55;13;AVAILABLE;776;5.242.880;35,84;83,19;0,02;26,74;0;0;13,3;30.000;15.000;3;43;1.595.910;5.542.951;7.138.861;7;0;0;56;935;51;229;68;58,92;0;200;32;10;13;60;;200;30;3;1;;C;-34,17;-70,69;-97;-11;21;21_22;1.595.910;5.542.951;7.138.861;2.795;2.878,41;2.500,92;0;4G;02-04-2022 21:00:00.000000
63vtxe5;524.584,00;3.300;2600 MHz (Band 7);569,3;20;2,02;AVAILABLE;840;5.242.880;35,8;75,93;0,06;17,45;0;0;15,46;102.400;51.200;1;31;1.296.735;9.559.949;10.856.684;-3;5;0;134;306;255;554;43;38,11;0;200;32;10;3;60;;200;30;3;2;;A;-34,17;-70,68;-109;-18;22;22_23;1.296.735;9.559.949;10.856.684;394;8.001,35;4.804,03;0;4G;02-04-2022 22:00:00.000000
63vtx6j;16.789,00;2.300;1700 MHz AWS-1 (Band 4);502;20;21,12;UNKNOWN;314;2.097.152;31,8;38,51;0,03;3,64;6;0;15,98;30.000;15.000;3;32;1.180.071;2.243.944;3.424.015;5;4;134,77;45;183;47;266;49;20,25;0;200;32;10;8;60;;200;30;3;1;;B;-34,18;-70,69;-108;-7;5;5_6;1.180.071;2.243.944;3.424.015;8.607;9.619,43;39.819,64;1;4G;03-04-2022 05:00:00.000000
63vtx7d;12.994,00;9.485;700 MHz APT (Band 28);561,1;17,85;10,2;AVAILABLE;228;2.097.152;36,32;49,75;0,05;7,59;0;0;9,38;30.000;15.000;3;44;1.423.003;2.280.762;3.703.765;11;0;0;111;219;34;140;73;19,04;0;200;32;10;113;60;;200;30;3;1;;C;-34,17;-70,69;-96;-10;8;8_9;1.423.003;2.280.762;3.703.765;1.867;6.836,03;8.460,74;0;4G;03-04-2022 08:00:00.000000
63vtx7d;12.994,00;3.100;2600 MHz (Band 7);561,1;15,01;13,2;AVAILABLE;212;2.097.152;35,67;50,22;0,02;9,58;0;0;8,93;30.000;15.000;3;43;1.498.934;3.737.977;5.236.911;8;0;0,65;71;475;30;131;28;15,04;0;200;32;10;13;60;;200;30;3;1;;C;-34,17;-70,69;-97;-11;11;11_12;1.498.934;3.737.977;5.236.911;591;3.180,37;4.963,93;0;4G;03-04-2022 11:00:00.000000
63vtxdf;524.584,00;3.300;2600 MHz (Band 7);572,9;16,67;1;AVAILABLE;241;5.242.880;35,76;42,26;0,01;2,66;0;0;14,36;102.400;51.200;2;36;1.248.695;5.880.585;7.129.280;2;9;5.075,06;38;148;38;166;38;17,11;0;200;32;10;11;60;;200;30;3;1;10000, 20000;A;-34,17;-70,68;-104;-12;11;11_12;1.248.695;5.880.585;7.129.280;540;12.915,50;11.980,00;1;4G;03-04-2022 11:00:00.000000
63vv8e1;524.584,00;3.300;2600 MHz (Band 7);609,6;16,11;1;AVAILABLE;273;5.242.880;35,37;41,48;0,02;4,56;0;0;10,72;30.000;15.000;4;60;1.142.859;5.545.160;6.688.019;21;1;0,02;29;153;29;179;46;16,51;0;200;32;10;6;60;;200;30;3;2;20000;A;-34,17;-70,64;-80;-13;14;14_15;1.142.859;5.545.160;6.688.019;49;11.499,02;30.635,67;1;4G;03-04-2022 14:00:00.000000
63vtx7d;12.994,00;3.100;2600 MHz (Band 7);522,5;2,2;11,8;AVAILABLE;345;2.097.152;33,78;119,58;6,09;19,19;2;1;12,84;30.000;15.000;3;41;1.489.080;2.327.917;3.816.997;6;0;0;97;533;29;163;117;49,71;0;200;32;10;12;60;;200;30;3;1;;C;-34,17;-70,69;-99;-11;22;22_23;1.489.080;2.327.917;3.816.997;320;3.328,44;2.949,74;0;4G;03-04-2022 22:00:00.000000
63vtxdf;524.584,00;1.000;1900 MHz (Band 2);572,9;20;1,21;AVAILABLE;421;2.097.152;32,53;34,65;0,01;1,53;0;0;8,1;102.400;51.200;2;34;1.192.861;2.299.467;3.492.328;2;9;0;32;308;36;246;17;9,1;0;200;32;10;11;60;;200;30;3;1;10000, 20000;A;-34,17;-70,68;-106;-15;22;22_23;1.192.861;2.299.467;3.492.328;1.650;10.214,84;14.137,45;1;4G;03-04-2022 22:00:00.000000
63vtxe5;524.584,00;3.300;2600 MHz (Band 7);569,3;33,64;2,69;AVAILABLE;231;2.097.152;35,4;39,82;0,02;2,42;0;0;9,89;102.400;51.200;2;31;1.082.151;2.207.019;3.289.170;9;6;269,95;40;141;41;159;64;22,29;0;200;32;10;12;60;;200;30;3;2;;A;-34,17;-70,68;-109;-15;0;0_1;1.082.151;2.207.019;3.289.170;74;11.762,06;23.153,51;1;4G;04-04-2022 00:00:00.000000
63vtx4x;3.715,00;2.900;2600 MHz (Band 7);567;1.700,00;13,15;NOT_AVAILABLE;369;2.097.152;37,08;41,74;0;3,6;0;0;10,68;102.400;51.200;4;47;1.281.518;5.330.912;6.612.430;1;4;0;33;546;37;291;4;12,68;0;200;32;10;10;60;;200;30;3;3;;D;-34,18;-70,7;-98;-17;19;19_20;1.281.518;5.330.912;6.612.430;374;2.492,18;10.072,68;1;4G;04-04-2022 19:00:00.000000
63vtxdf;524.584,00;3.300;2600 MHz (Band 7);572,9;16,22;1;AVAILABLE;252;2.097.152;34,26;41,04;0;2,91;0;0;11,67;102.400;51.200;3;35;1.184.191;2.310.976;3.495.167;9;9;0;112;206;35;173;34;17,32;0;200;32;10;10;60;;200;30;3;2;10000, 20000;A;-34,17;-70,68;-105;-10;5;5_6;1.184.191;2.310.976;3.495.167;1.228;11.493,92;39.365,15;1;4G;05-04-2022 05:00:00.000000
63vtx5v;3.715,00;9.610;700 MHz APT (Band 28);556,5;19,95;1;AVAILABLE;956;5.242.880;160,28;253,56;0,03;9,64;0;0;15,36;102.400;51.200;3;37;2.889.649;12.489.799;15.379.448;0;18;0;91;311;407;859;3;21,23;0;200;32;10;17;60;;200;30;3;4;10000;D;-34,17;-70,7;-104;-17;13;13_14;2.889.649;12.489.799;15.379.448;236;1.328,63;877,29;0;4G;05-04-2022 13:00:00.000000
63vtx62;12.994,00;1.125;1900 MHz (Band 2);567,6;55,06;3,78;AVAILABLE;208;2.097.152;33,16;35,77;0,06;1,64;0;0;9,13;30.000;15.000;4;45;1.352.171;4.713.115;6.065.286;-3;10;0,41;58;174;21;123;40;14,39;0;200;32;10;20;60;;200;30;3;3;15000, 20000;C;-34,18;-70,7;-95;-17;13;13_14;1.352.171;4.713.115;6.065.286;316;13.071,66;3.901,30;0;4G;05-04-2022 13:00:00.000000
63vtx6v;12.994,00;1.125;1900 MHz (Band 2);568,9;21,94;1;AVAILABLE;1.339;2.097.152;402,89;518,79;0,24;11,17;22;15;11,66;31.062;15.000;4;65;1.269.978;7.337.936;8.607.914;3;1;6,47;68;183;1.162;1.262;949;28,21;0;200;32;10;55;60;;200;30;3;2;15000;C;-34,17;-70,69;-75;-15;16;16_17;1.269.978;7.337.936;8.607.914;27;12.943,61;2.986,12;0;4G;05-04-2022 16:00:00.000000
63vtx1x;3.715,00;9.610;700 MHz APT (Band 28);570;8,2;2,07;UNKNOWN;195;2.097.152;35,92;38,16;0,02;1,89;0;0;9,3;102.400;51.200;4;57;1.202.712;3.221.729;4.424.441;15;6;6.094,46;33;507;25;145;25;11,01;0;200;32;10;8;60;;200;30;3;1;10000, 20000;D;-34,18;-70,7;-83;-11;19;19_20;1.202.712;3.221.729;4.424.441;117;8.490,81;41.558,03;1;4G;05-04-2022 19:00:00.000000
63vtx7h;12.994,00;3.100;2600 MHz (Band 7);565,7;13,26;1;AVAILABLE;212;2.097.152;35,42;38,56;0,02;2,36;0;0;11,52;30.000;15.000;4;45;1.271.295;6.245.663;7.516.958;19;2;0,48;29;333;31;146;26;15,85;0;200;32;10;14;60;;200;30;3;4;15000, 20000;C;-34,17;-70,69;-95;-9;22;22_23;1.271.295;6.245.663;7.516.958;1.411;11.308,72;20.148,21;1;4G;05-04-2022 22:00:00.000000
