	CONNECTION_ENODEBID	CONNECTION_MOBILECHANNEL	CONNECTION_BAND	LOCATION_ALTITUDE	LOCATION_HORIZONTALACCURACY	LOCATION_VERTICALACCURACY	LOCATION_AVAILABILITY	QOS_DOWNLOADTHROUGHPUTTIMETOFIRSTBYTE	QOS_DOWNLOADTHROUGHPUTTESTSIZE	QOS_LATENCYMIN	QOS_LATENCYAVERAGE	QOS_JITTERMIN	QOS_JITTERAVERAGE	QOS_PACKETLOSSDISCARDPERCENTAGE	QOS_PACKETLOSSLOSTPERCENTAGE	QOS_ICMPLATENCYMIN	QOS_LINKDOWNSTREAMBANDWIDTH	QOS_LINKUPSTREAMBANDWIDTH	QOS_SIGNALLEVEL	QOS_ASU	QOS_DELTATRANSMITTEDBYTES	QOS_DELTARECEIVEDBYTES	QOS_DELTATRANSCEIVEDBYTES	QOS_RSSNR	QOS_TA	LOCATION_HORIZONTALACCURACYASSESSMENT	QOS_UPLOADTHROUGHPUTDNSLOOKUP	QOS_UPLOADTHROUGHPUTTIMETOFIRSTACCESS	QOS_DOWNLOADTHROUGHPUTDNSLOOKUP	QOS_DOWNLOADTHROUGHPUTTIMETOFIRSTACCESS	QOS_SERVERRESPONSEDNSLOOKUP	QOS_ICMPLATENCYAVERAGE	QOS_ICMPPACKETLOSSLOSTPERCENTAGE	QOS_ICMPTESTCONFIGPACKETDELAY	QOS_ICMPTESTCONFIGPACKETSIZE	QOS_ICMPTESTCONFIGSENTPACKETS	QOS_ICMPTESTCONFIGTTL	QOS_ICMPTESTCONFIGBYTESSENT	QOS_ICMPTESTCONFIGARGUMENTS	QOS_ICMPTRACEROUTETESTCONFIGPACKETDELAY	QOS_ICMPTRACEROUTETESTCONFIGMAXHOPCOUNT	QOS_ICMPTRACEROUTETESTSENTPACKETS	QOS_VISIBLECELLTOWERS	QOS_CELLBANDWIDTHS	Operador	LAT	LON	Potencia	Calidad	hora	Hora_etiq	bytes_tras	bytres_rec	bytes_tot	tiempo_conec	vel_subida	vel_bajada	Clasif_Vel_baj	CONNECTION_CATEGORY	MES
0	12994.0	3100	2600 MHz (Band 7)	571.300048828125	13.92199993133545	1.3333333730697632	AVAILABLE	464	5242880	37.787538	55.847118	0.004634	4.688937	3.0	2.0	15.492	30000	15000	3	37	1386370	5523055	6909425	2	0	0.0	190	374	148	311	82	18.761	0.0	200	32	10	54	60		200	30	3	12		C	-34.18190002441406	-70.69908142089844	-103	-10	14	14_15	1386370	5523055	6909425	116	1119.1691625211624	7196.493189168804	0	4G	2022-01-01
1	16789.0	66961	1700 MHz Extended AWS (Band 66)	567.800048828125	11.498000144958496	1.0	AVAILABLE	298	2097152	37.035192	47.048531	0.017519	7.259402	6.0	0.0	16.256	102400	51200	3	39	1250154	2335953	3586107	18	4	0.0	57	403	41	210	58	29.1485	0.0	200	32	10	18	60		200	30	3	1		B	-34.17366027832031	-70.68946838378906	-101	-12	11	11_12	1250154	2335953	3586107	482	21455.718674126092	35445.69300201477	1	4G	2022-10-01
2	524584.0	3300	2600 MHz (Band 7)	609.6000366210938	16.110000610351562	1.0	AVAILABLE	273	5242880	35.374404	41.482494	0.019896	4.55685	0.0	0.0	10.721	30000	15000	4	60	1142859	5545160	6688019	21	1	0.021306627245017806	29	153	29	179	46	16.508	0.0	200	32	10	6	60		200	30	3	2	20000	A	-34.17228698730469	-70.64002990722656	-80	-13	14	14_15	1142859	5545160	6688019	49	11499.020980667594	30635.66603539974	1	4G	2022-04-01
3	3715.0	9610	700 MHz APT (Band 28)	556.800048828125	18.469999313354492	1.0162442922592163	AVAILABLE	813	2097152	36.963207	49.02154	0.107292	7.53575	0.0	0.0	76.2455	30000	15000	2	24	1391130	2284145	3675275	3	10	0.0033810300551609875	26	270	32	459	36	81.376	0.0	200	32	10	238	60		200	30	3	5		D	-34.16679382324219	-70.69770812988281	-116	-16	13	13_14	1391130	2284145	3675275	52	582.2828612145356	3976.9127452623725	0	4G	2022-03-01
4	12994.0	3100	2600 MHz (Band 7)	561.9000244140625	17.5	1.0	AVAILABLE	290	2097152	37.442827	43.108831	0.01325	1.712593	0.0	0.0	11.761	30000	15000	3	32	1218084	2271359	3489443	10	11	0.0	39	179	38	233	65	14.335	0.0	200	32	10	54	60		200	30	3	1		C	-34.16816711425781	-70.68809509277344	-108	-8	6	6_7	1218084	2271359	3489443	25	7109.644948294636	18382.869218904987	1	4G	2022-11-01
5	524584.0	3300	2600 MHz (Band 7)	567.4000244140625	23.523000717163086	1.0	AVAILABLE	1396	5242880	41.16073	58.855531	0.327231	11.284526	0.0	0.0	31.6195	30000	15000	4	48	1136921	937986	2074907	13	10	5276.269888140474	199	847	1112	1322	64	36.7375	0.0	200	32	10	6	60		200	30	3	1	20000	A	-34.17640686035156	-70.69908142089844	-92	-14	17	17_18	1136921	937986	2074907	30	4427.625617675187	7431.827257648386	0	4G	2022-09-01
6	3715.0	2900	2600 MHz (Band 7)	572.800048828125	23.552000045776367	1.0	UNKNOWN	177	2097152	36.601942	38.041754	0.000576	1.558768	0.0	0.0	9.53	102400	51200	3	55	1141659	2292981	3434640	16	7	5505.881724114682	39	153	26	112	22	10.437	0.0	200	32	10	17	60		200	30	3	1		D	-34.18190002441406	-70.69633483886719	-85	-6	7	7_8	1141659	2292981	3434640	180	13371.426812056117	68903.41903140585	1	4G	2022-04-01
7	3715.0	2900	2600 MHz (Band 7)	565.6023739341445	18.167999267578125	1.2777777910232544	AVAILABLE	1290	5242880	35.765904	37.058049	0.006327	1.033035	2.0	1.0	84.2465	30000	15000	4	49	1179651	5526194	6705845	2	8	1004.9122646216625	32	286	38	459	26	85.8015	0.0	200	32	10	236	60		200	30	3	1	10000, 20000	D	-34.17503356933594	-70.69496154785156	-91	-19	22	22_23	1179651	5526194	6705845	173	13973.601200974745	22579.14662367959	1	4G	2022-02-01
8	524584.0	3300	2600 MHz (Band 7)	564.4000244140625	15.814000129699707	1.0190939903259277	AVAILABLE	316	2097152	35.68875	48.78837	0.168255	7.131619	0.0	0.0	12.7135	44045	6012	3	34	1144945	2247414	3392359	-1	5	0.0	78	285	35	176	56	22.478	0.0	200	32	10	117	60		200	30	3	3	20000	A	-34.16954040527344	-70.68397521972656	-106	-20	12	12_13	1144945	2247414	3392359	32	19971.514225647894	4499.815720498443	0	4G	2022-10-01
9	12994.0	1125	1900 MHz (Band 2)	551.9000244140625	42.869998931884766	1.2474335432052612	AVAILABLE	154	2097152	32.815788	36.92912	0.020597	3.146115	0.0	0.0	7.4265	11437	17896	4	50	1345312	2796133	4141445	4	15	0.0	50	305	22	107	25	16.328	0.0	200	32	10	52	60		200	30	3	1	15000, 20000	C	-34.16404724121094	-70.70182800292969	-90	-10	14	14_15	1345312	2796133	4141445	53	12010.185488443083	11313.820741188005	1	4G	2022-04-01
10	3715.0	2900	2600 MHz (Band 7)	575.7000122070312	16.016000747680664	12.162766456604004	AVAILABLE	183	5242880	35.05	38.071811	0.015807	1.994604	0.0	0.0	10.0695	30000	15000	3	41	1301806	5557359	6859165	0	4	0.0	31	170	25	100	27	15.2655	0.0	200	32	10	1	60		200	30	3	2	20000	D	-34.17228698730469	-70.71556091308594	-99	-13	14	14_15	1301806	5557359	6859165	10	24486.939284985434	25223.37586326103	1	4G	2023-05-01
11	3715.0	2900	2600 MHz (Band 7)	555.0	14.0	1.0	UNKNOWN	201	2097152	37.736173	39.687845	0.032327	1.942946	0.0	0.0	9.3555	30000	15000	3	37	1146747	2312310	3459057	-7	18	5505.881724114682	34	181	36	110	34	11.346	0.0	200	32	10	57	60		200	30	3	2		D	-34.16404724121094	-70.69633483886719	-103	-14	7	7_8	1146747	2312310	3459057	13	13672.862059826548	8382.279994957813	0	4G	2022-10-01
12	16789.0	66961	1700 MHz Extended AWS (Band 66)	560.1000366210938	19.527999877929688	4.363263130187988	AVAILABLE	203	2097152	35.12125	40.992727	0.018634	1.829303	0.0	0.0	18.0105	16897	4199	3	40	1198128	2337254	3535382	-5	13	5954.087524034022	83	228	35	129	35	25.9155	0.0	200	32	10	245	60		200	30	3	2		B	-34.16954040527344	-70.70045471191406	-100	-10	20	20_21	1198128	2337254	3535382	69	9079.969881781537	8430.956366120326	0	4G	2023-01-01
13	16789.0	66961	1700 MHz Extended AWS (Band 66)	586.7000122070312	23.617000579833984	2.3133914470672607	AVAILABLE	369	2097152	34.61875	45.863412	0.208594	7.779917	3.0	0.0	10.0195	102400	51200	3	53	1312364	2903486	4215850	5	6	0.0	118	302	46	212	70	18.331	0.0	200	32	10	9	60		200	30	3	6		B	-34.17228698730469	-70.70045471191406	-87	-12	11	11_12	1312364	2903486	4215850	12	9465.545472795982	27341.26626522496	1	4G	2022-08-01
14	3715.0	2900	2600 MHz (Band 7)	566.1000366210938	20.0	1.6061018705368042	AVAILABLE	240	2097152	36.557	45.617026	0.550269	5.935667	0.0	0.0	11.2175	4274	3045	2	31	1630538	7242638	8873176	0	15	0.00016928236060916447	32	115	29	133	52	21.4295	0.0	200	32	10	15	60		200	30	3	5	10000, 20000	D	-34.18052673339844	-70.70594787597656	-109	-13	21	21_22	1630538	7242638	8873176	125	595.2642459153955	11896.363366883597	1	4G	2023-03-01
15	12994.0	1125	1900 MHz (Band 2)	567.0	63.77000045776367	2.7455360889434814	AVAILABLE	167	2097152	34.594615	38.190794	0.018654	1.833393	0.0	0.0	8.674	30000	15000	3	36	1167273	2266698	3433971	0	9	4869.940199185246	82	160	21	113	40	14.083	0.0	200	32	10	14	60		200	30	3	4	15000, 20000	C	-34.17503356933594	-70.69770812988281	-104	-13	12	12_13	1167273	2266698	3433971	79	13313.188623302462	14164.043798762526	1	4G	2022-06-01
16	524584.0	3300	2600 MHz (Band 7)	592.6000366210938	21.924999237060547	1.099625587463379	AVAILABLE	259	2097152	34.368255	40.210303	0.001796	3.752522	0.0	0.0	10.183	17849	12031	4	48	1210244	2463252	3673496	0	3	452.40890095229906	28	141	34	160	49	12.6345	0.0	200	32	10	60	60		200	30	3	1	10000, 20000	A	-34.18876647949219	-70.67710876464844	-92	-13	23	23_24	1210244	2463252	3673496	23	11247.32851383566	34392.89175243976	1	4G	2023-06-01
17	524584.0	1000	1900 MHz (Band 2)	539.300048828125	120.90299987792969	1.0	AVAILABLE	240	2097152	33.470153	40.187737	0.000769	2.143334	0.0	0.0	12.806	13144	8380	4	44	1158303	2235238	3393541	1	2	5954.087524034022	105	216	49	161	43	18.387	0.0	200	32	10	248	60		200	30	3	1		A	-34.17228698730469	-70.74302673339844	-96	-12	20	20_21	1158303	2235238	3393541	27	11868.135397394906	20673.38824893116	1	4G	2023-03-01
18	12994.0	1125	1900 MHz (Band 2)	570.9000244140625	50.63100051879883	1.0	AVAILABLE	182	5242880	35.780781	38.457012	0.015704	1.82009	0.0	0.0	9.38	21231	13353	3	41	1506387	5669292	7175679	-3	5	0.0	25	132	25	122	39	12.858	0.0	200	32	10	12	60		200	30	3	14	15000, 20000	C	-34.17366027832031	-70.67848205566406	-99	-15	9	9_10	1506387	5669292	7175679	66	32896.03196082988	40607.5606983147	1	4G	2022-08-01
19	16789.0	66961	1700 MHz Extended AWS (Band 66)	548.0	44.85300064086914	5.793771743774414	AVAILABLE	114	2097152	31.97026	36.687564	0.029557	1.985364	0.0	0.0	5.909	10378	18000	4	42	18819	14884	33703	4	3	5954.087524034022	94	194	20	73	21	10.425	0.0	200	32	10	8	60		200	30	3	8	0, 15000	B	-34.16954040527344	-70.71830749511719	-98	-14	20	20_21	18819	14884	33703	7	12638.778045989922	60854.23759628319	1	5G NSA	2022-05-01
20	3715.0	2900	2600 MHz (Band 7)	580.300048828125	26.138999938964844	4.341130256652832	AVAILABLE	173	2097152	35.945269	37.91886	0.046154	2.013608	0.0	0.0	9.3665	102400	51200	3	35	1178146	2344498	3522644	7	9	40.85392514607065	40	183	32	119	29	11.195	0.0	200	32	10	19	60		200	30	3	1	20000	D	-34.18327331542969	-70.69221496582031	-105	-11	11	11_12	1178146	2344498	3522644	3806	10981.599137684972	33980.8565904207	1	4G	2023-02-01
21	12994.0	3100	2600 MHz (Band 7)	566.7000122070312	110.0	8.461524963378906	AVAILABLE	219	2097152	36.324248	39.375728	0.003307	2.259814	0.0	0.0	10.9305	30000	15000	4	48	1111985	2239397	3351382	21	2	902.5629027185107	69	189	26	180	211	14.507	0.0	200	32	10	239	60		200	30	3	5		C	-34.16679382324219	-70.67024230957031	-92	-12	8	8_9	1111985	2239397	3351382	26	19444.013338696997	28107.441369095846	1	4G	2022-08-01
22	12994.0	1125	1900 MHz (Band 2)	555.2000122070312	34.45000076293945	1.515497088432312	AVAILABLE	387	2097152	37.103411	63.612929	2.850261	12.463316	0.0	0.0	15.8925	15738	15000	3	35	1155939	2255900	3411839	3	0	5610.2798356602325	123	468	63	204	120	59.047	0.0	200	32	10	13	60		200	30	3	11	15000, 20000	C	-34.18190002441406	-70.72792053222656	-105	-12	10	10_11	1155939	2255900	3411839	112	5491.096421048995	4487.59683224548	0	4G	2022-05-01
23	524584.0	3300	2600 MHz (Band 7)	568.6000366210938	98.4000015258789	6.641640663146973	AVAILABLE	274	2097152	34.912346	40.37402	0.006308	3.900734	0.0	0.0	30.7465	30000	15000	4	44	1150088	2237898	3387986	6	9	5750.982045878826	42	239	40	202	39	38.8795	30.0	200	32	10	244	60		200	30	3	2		A	-34.17778015136719	-70.69770812988281	-96	-16	18	18_19	1150088	2237898	3387986	362	12182.340950471558	25214.303735712947	1	4G	2022-10-01
24	524584.0	1000	1900 MHz (Band 2)	570.9000244140625	22.024999618530273	1.0	NOT_AVAILABLE	202	2097152	35.252083	39.91071	0.006068	2.92012	0.0	0.0	8.4875	12980	3513	3	33	1205664	2453301	3658965	0	6	0.0	120	219	37	139	61	15.246	0.0	200	32	10	6	60		200	30	3	2	10000	A	-34.17366027832031	-70.67985534667969	-107	-18	17	17_18	1205664	2453301	3658965	214	3449.359144983555	5884.964690809728	0	4G	2023-01-01
25	12994.0	3100	2600 MHz (Band 7)	574.2000122070312	20.847000122070312	3.0962038040161133	AVAILABLE	207	2097152	33.961692	36.36592	0.04175	1.54737	0.0	0.0	8.0125	12813	15000	4	52	1517098	14535101	16052199	20	5	0.0	21	135	28	113	111	12.5665	0.0	200	32	10	13	60		200	30	3	1		C	-34.17778015136719	-70.68809509277344	-88	-9	8	8_9	1517098	14535101	16052199	149	25598.605834383932	56624.79071842933	1	4G	2022-04-01
26	524584.0	1000	1900 MHz (Band 2)	563.0	4.083000183105469	1.4578067064285278	AVAILABLE	408	2097152	34.693461	45.922626	0.040288	6.946695	0.0	0.0	15.426	30000	15000	2	28	1171739	2326123	3497862	-1	16	0.0	22	1080	40	183	36	18.826	0.0	200	32	10	5	60		200	30	3	1		A	-34.16679382324219	-70.67985534667969	-112	-15	10	10_11	1171739	2326123	3497862	165	7386.408840902798	3957.5791757802435	0	4G	2022-09-01
27	524584.0	3300	2600 MHz (Band 7)	588.3	37.15999984741211	100.0999984741211	AVAILABLE	570	5242880	35.299115	57.730275	1.522731	11.29944	0.0	0.0	18.154	8901	912616	3	33	1333234	6047788	7381022	7	9	5954.087524034022	126	498	260	488	39	25.049	0.0	200	32	10	9	60		200	30	3	1	10000, 20000	A	-34.18052673339844	-70.69496154785156	-107	-14	20	20_21	1333234	6047788	7381022	483	9273.589554743636	5996.245003207034	0	4G	2022-11-01
28	524584.0	3300	2600 MHz (Band 7)	577.5	14.187999725341797	1.0554544925689697	AVAILABLE	392	2097152	37.342842	45.639809	0.093568	6.194628	0.0	0.0	10.808	102400	51200	1	50	1124374	2196610	3320984	-1	3	0.0	126	372	69	248	61	23.413	0.0	200	32	10	9	60		200	30	3	2		A	-34.17915344238281	-70.68946838378906	-90	-14	12	12_13	1124374	2196610	3320984	917	11419.306057612503	19315.021924206747	1	4G	2022-09-01
29	16789.0	2300	1700 MHz AWS-1 (Band 4)	577.0	14.0	1.0	UNKNOWN	272	2097152	35.320769	41.883178	0.010424	3.281209	6.0	0.0	16.639	30000	15000	4	51	1185986	2258417	3444403	9	7	5.538427839134149	53	168	35	236	53	22.64	0.0	200	32	10	9	60		200	30	3	1		B	-34.17915344238281	-70.68809509277344	-89	-7	6	6_7	1185986	2258417	3444403	119	23670.75586990278	43191.336037414934	1	4G	2022-04-01
30	12994.0	1125	1900 MHz (Band 2)	575.4000244140625	44.09199905395508	3.6110668182373047	AVAILABLE	327	2097152	38.842578	56.154022	0.046562	6.030985	0.0	0.0	15.305	10337	6212	4	56	1951555	26821221	28772776	0	3	0.0	132	473	133	241	4	123.181	0.0	200	32	10	14	60		200	30	3	3	15000, 20000	C	-34.18052673339844	-70.69221496582031	-84	-13	21	21_22	1951555	26821221	28772776	138	2954.981723473657	18727.36593663776	1	4G	2023-03-01
31	524584.0	3300	2600 MHz (Band 7)	558.2000122070312	47.981998443603516	2.243730306625366	AVAILABLE	455	2097152	38.014119	61.596795	0.046192	9.282997	0.0	0.0	8.112	102400	51200	3	35	1213888	2322662	3536550	4	20	5505.881724114682	63	200	33	263	78	18.925	0.0	200	32	10	5	60		200	30	3	3	20000	A	-34.17503356933594	-70.71144104003906	-105	-13	7	7_8	1213888	2322662	3536550	179	2502.357284848463	4009.0471316865537	0	4G	2022-04-01
32	12994.0	3100	2600 MHz (Band 7)	567.7000122070312	20.899999618530273	2.8459668159484863	AVAILABLE	938	2097152	35.992478	57.816918	4.454089	12.094695	0.0	0.0	17.6685	30000	15000	4	50	1353554	2720727	4074281	6	1	2.753830149588522	25	265	129	722	91	30.241	0.0	200	32	10	20	60		200	30	3	3		C	-34.17366027832031	-70.69221496582031	-90	-12	11	11_12	1353554	2720727	4074281	122	9173.48759131161	1621.6993519508112	0	4G	2022-05-01
33	524584.0	3300	2600 MHz (Band 7)	546.5	43.54499816894531	1.3333333730697632	AVAILABLE	363	2097152	34.82581	46.248016	0.240495	7.104731	0.0	0.0	15.719	30000	15000	4	47	1109489	2229651	3339140	3	5	0.06009917530966673	49	193	55	293	80	44.3365	0.0	200	32	10	117	60		200	30	3	3		A	-34.16816711425781	-70.71968078613281	-93	-16	13	13_14	1109489	2229651	3339140	12	9620.381143938475	10730.48043085024	1	4G	2022-02-01
34	524584.0	3300	2600 MHz (Band 7)	554.0	600.0	1.0	AVAILABLE	366	2097152	37.60475	80.398181	0.346712	12.031989	0.0	0.0	12.714	2993	15000	2	25	1210860	2401353	3612213	3	10	0.0	86	325	80	222	37	44.6055	0.0	200	32	10	9	60		200	30	3	1		A	-34.17640686035156	-70.71281433105469	-115	-15	11	11_12	1210860	2401353	3612213	102	6106.214409708484	9011.753012028845	0	4G	2022-08-01
35	524584.0	1000	1900 MHz (Band 2)	572.1000366210938	41.16699981689453	2.5123612880706787	AVAILABLE	274	2097152	36.116904	77.7597	0.155904	9.622378	0.0	0.0	9.1205	30000	15000	3	39	1337326	6038506	7375832	4	9	0.0	36	265	34	165	42	18.451	0.0	200	32	10	3	60		200	30	3	3		A	-34.17503356933594	-70.68260192871094	-101	-15	22	22_23	1337326	6038506	7375832	164	15489.898804878521	6558.758427193906	0	4G	2022-06-01
36	524584.0	3300	2600 MHz (Band 7)	540.19921875	3.7899999618530273	3.0966808795928955	AVAILABLE	325	5242880	34.246123	45.16539	0.056198	7.929968	0.0	0.0	12.2405	25362	6380	4	47	1144356	5562835	6707191	16	3	151.18236997959204	45	177	65	212	77	24.249	0.0	200	32	10	11	60		200	30	3	2		A	-34.17366027832031	-70.71830749511719	-93	-18	9	9_10	1144356	5562835	6707191	284	20715.0826053038	24114.940875374275	1	4G	2022-10-01
37	524584.0	3300	2600 MHz (Band 7)	569.1000366210938	3.7899999618530273	1.3379532098770142	AVAILABLE	220	2097152	38.950759	46.058809	0.002709	3.915057	0.0	0.0	10.2645	30000	15000	4	48	1185647	2240400	3426047	7	5	5.393302789270155	38	261	34	159	59	23.7615	0.0	200	32	10	60	60		200	30	3	2	10000	A	-34.17091369628906	-70.68260192871094	-92	-17	9	9_10	1185647	2240400	3426047	40	22909.07418921691	12809.791703045328	1	4G	2022-08-01
38	16789.0	66786	1700 MHz Extended AWS (Band 66)	564.7000122070312	14.166000366210938	8.288138389587402	AVAILABLE	308	2097152	37.324192	48.681342	0.039245	5.926733	18.0	0.0	24.2635	5787	15000	3	34	1631334	3031844	4663178	2	3	0.007821093983468409	110	416	47	211	99	33.914	0.0	200	32	10	245	60		200	30	3	6		B	-34.17091369628906	-70.68946838378906	-106	-14	15	15_16	1631334	3031844	4663178	42	9936.770948311903	610.7491229522493	0	4G	2022-12-01
39	12994.0	1125	1900 MHz (Band 2)	543.9000244140625	8.0	2.5866470336914062	AVAILABLE	250	2097152	32.156981	38.976399	0.037442	4.370746	0.0	0.0	11.7805	12977	19308	4	75	1301579	2364083	3665662	10	9	0.0	147	247	129	197	310	15.1505	0.0	200	32	10	113	60		200	30	3	1	15000, 20000	C	-34.15855407714844	-70.70869445800781	-65	-11	22	22_23	1301579	2364083	3665662	91	3729.1335772566053	16180.741847905001	1	4G	2023-01-01
40	524584.0	9360	700 MHz APT (Band 28)	569.1000366210938	9.192000389099121	29.301959991455078	AVAILABLE	197	2097152	35.391822	40.418551	0.014505	3.841259	0.0	0.0	7.2305	26285	15000	4	43	1470342	7699414	9169756	-4	0	5750.982045878826	39	455	31	93	305	10.9165	0.0	200	32	10	6	60		200	30	3	5	10000	A	-34.18190002441406	-70.70594787597656	-97	-16	18	18_19	1470342	7699414	9169756	42	9997.174642446756	1924.3749988959855	0	4G	2023-01-01
41	524584.0	3300	2600 MHz (Band 7)	567.5	699.9990234375	1.0	AVAILABLE	245	2097152	34.993827	43.109819	0.024405	4.322437	0.0	0.0	14.0005	30000	15000	2	29	1247394	2538080	3785474	2	10	0.0	25	160	54	162	43	18.2715	0.0	200	32	10	10	60		200	30	3	1		A	-34.17503356933594	-70.69908142089844	-111	-15	11	11_12	1247394	2538080	3785474	226	12043.53751141284	13025.48807483743	1	4G	2022-07-01
42	3715.0	9610	700 MHz APT (Band 28)	546.0	6.0	100.0	UNKNOWN	585	5242880	36.265538	45.386628	0.106712	5.422053	0.0	0.0	9.498	102400	51200	2	29	1407715	5627295	7035010	-5	18	4717.560986729383	33	451	35	317	58	11.158	0.0	200	32	10	10	60		200	30	3	2		D	-34.16130065917969	-70.70457458496094	-112	-16	15	15_16	1407715	5627295	7035010	78	756.7090895297456	5760.875090453045	0	4G	2022-05-01
43	12994.0	1125	1900 MHz (Band 2)	538.2000122070312	68.4000015258789	5.200312614440918	AVAILABLE	234	2097152	34.411093	39.85153	0.009349	1.86432	0.0	0.0	10.998	30000	15000	4	45	1144985	2840661	3985646	4	4	0.0	27	138	28	168	371	15.4975	0.0	200	32	10	19	60		200	30	3	9	15000	C	-34.17915344238281	-70.75675964355469	-95	-14	12	12_13	1144985	2840661	3985646	9	10492.86113535759	13943.481331659694	1	4G	2022-07-01
44	16789.0	66961	1700 MHz Extended AWS (Band 66)	577.6000366210938	39.25400161743164	3.2204713821411133	AVAILABLE	213	2097152	32.506797	37.43237	0.011536	2.602299	0.0	0.0	10.872	30000	15000	3	46	1112830	2280758	3393588	8	3	4717.560986729383	25	112	27	122	76	15.657	0.0	200	32	10	6	60		200	30	3	11	15000, 20000	B	-34.18052673339844	-70.68809509277344	-94	-14	15	15_16	1112830	2280758	3393588	243	10893.003407344146	41860.4527050078	1	4G	2022-02-01
45	3715.0	9610	700 MHz APT (Band 28)	565.7000122070312	2099.9990234375	1.0	AVAILABLE	249	2097152	35.616346	40.368134	0.019961	3.236585	0.0	0.0	11.52	4817	5715	3	32	1441344	2471734	3913078	0	16	10.683785297185313	31	119	49	146	32	13.994	0.0	200	32	10	247	60		200	30	3	1	10000, 20000	D	-34.18601989746094	-70.69908142089844	-108	-14	21	21_22	1441344	2471734	3913078	165	3781.248599576774	2996.0781023026157	0	4G	2023-03-01
46	524584.0	1000	1900 MHz (Band 2)	566.7000122070312	21.474000930786133	1.495073676109314	AVAILABLE	218	2097152	32.894691	35.482006	0.004688	1.357818	0.0	0.0	8.658	102400	51200	3	42	1152261	2244675	3396936	-1	9	1004.9122646216625	87	223	21	131	51	10.1085	0.0	200	32	10	5	60		200	30	3	4		A	-34.16954040527344	-70.67573547363281	-100	-20	22	22_23	1152261	2244675	3396936	139	4003.0674328440855	4293.520339860662	0	4G	2023-04-01
47	12994.0	3100	2600 MHz (Band 7)	554.0	6.0	1.3746581077575684	UNKNOWN	733	2097152	32.878461	62.003528	0.062616	6.06841	0.0	0.0	7.8405	24306	64350	3	41	1279119	3317451	4596570	4	13	5750.982045878826	43	213	159	592	26	12.975	0.0	200	32	10	14	60		200	30	3	1	20000	C	-34.16542053222656	-70.70320129394531	-99	-12	18	18_19	1279119	3317451	4596570	461	14976.242768184351	5010.465274109626	0	4G	2022-09-01
48	524584.0	3300	2600 MHz (Band 7)	570.5	19.03700065612793	1.5802584886550903	AVAILABLE	316	5242880	34.399577	46.490517	0.477231	8.661797	0.0	0.0	17.5885	6676	9183	4	60	1446865	6414148	7861013	1	5	23.27443495174526	61	189	65	213	31	26.5665	0.0	200	32	10	6	60		200	30	3	1	20000	A	-34.17640686035156	-70.69496154785156	-80	-14	14	14_15	1446865	6414148	7861013	120	12084.505780445277	640.7520744760819	0	4G	2023-04-01
49	12994.0	3100	2600 MHz (Band 7)	579.9000244140625	12.812999725341797	1.0	AVAILABLE	296	2097152	34.078807	37.66963	0.022885	2.561619	0.0	0.0	8.215	11536	15000	4	51	1231849	2417374	3649223	0	0	0.0	46	152	101	190	25	15.9295	0.0	200	32	10	53	60		200	30	3	1	15000, 20000	C	-34.17366027832031	-70.66200256347656	-89	-13	15	15_16	1231849	2417374	3649223	28	4375.6720968925065	16964.956008644884	1	4G	2023-05-01
50	524584.0	3300	2600 MHz (Band 7)	567.6000366210938	98.4000015258789	1.3333333730697632	AVAILABLE	288	2097152	34.271823	43.543705	0.039454	5.100868	0.0	0.0	15.0085	30000	15000	2	35	1279765	2550346	3830111	3	9	0.0	33	211	46	174	43	21.2865	0.0	200	32	10	106	60		200	30	3	25		A	-34.17915344238281	-70.70320129394531	-105	-15	10	10_11	1279765	2550346	3830111	696	1970.0649232685134	7200.4797611047015	0	4G	2022-01-01
51	12994.0	3100	2600 MHz (Band 7)	561.800048828125	15.934000015258789	1.3333333730697632	UNKNOWN	296	2097152	36.232343	46.902247	0.010833	5.093765	0.0	0.0	15.2245	30000	15000	2	29	1499965	5749785	7249750	11	5	5276.269888140474	38	646	51	176	95	19.4945	0.0	200	32	10	11	60		200	30	3	3	15000, 20000	C	-34.16816711425781	-70.68946838378906	-111	-11	17	17_18	1499965	5749785	7249750	132	1715.752539736634	7918.743993299749	0	4G	2022-02-01
52	16789.0	1250	1800+ MHz (Band 3)	553.9000244140625	1.940000057220459	1.6110256910324097	AVAILABLE	285	2097152	36.323192	42.433992	0.007461	3.572257	8.0	0.0	13.571	30000	15000	3	35	1158435	2272891	3431326	-5	0	0.0	39	292	34	168	53	20.622	0.0	200	32	10	8	60		200	30	3	1	20000	B	-34.16542053222656	-70.69770812988281	-105	-18	15	15_16	1158435	2272891	3431326	150	12082.203531039951	6167.8473026205065	0	4G	2022-11-01
53	16789.0	66961	1700 MHz Extended AWS (Band 66)	555.800048828125	45.599998474121094	1.3333333730697632	AVAILABLE	224	2097152	31.896058	38.493508	0.021269	2.767309	0.0	0.0	9.279	30000	15000	4	56	1198362	2435813	3634175	11	1	4869.940199185246	32	181	37	134	31	15.022	0.0	200	32	10	7	60		200	30	3	1	15000	B	-34.17366027832031	-70.71418762207031	-84	-10	12	12_13	1198362	2435813	3634175	2881	5044.176648144679	41273.098290696034	1	4G	2022-01-01
